AGGREGATION_NAME,AMERICAN INDIAN/ALASKA NATIVE,ASIAN/PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,ENGLISH LANGUAGE LEARNER,FEMALE,FORMERLY ENGLISH LANGUAGE LEARNER,GENERAL EDUCATION STUDENTS,HISPANIC,HOMELESS,IN FOSTER CARE,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT ENGLISH LANGUAGE LEARNER,NOT HOMELESS,NOT MIGRANT,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_CODE,COUNTY_CODE,COUNTY_NAME
RENAISSANCE CHARTER SCHOOL (THE),0.0,16.99,9.8,69.28,0.0,51.63,0.0,53.59,59.48,0.0,0.0,48.37,0.0,0.0,30.72,0.0,0.0,0.0,0.0,0.0,0.0,12.42,7.84,96.73,343000860822,34,QUEENS
RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TECHNOLOGY,0.0,0.0,26.96,68.34,0.0,57.68,2.51,76.18,60.82,8.46,0.0,42.32,0.0,0.0,31.66,0.0,91.54,0.0,0.0,0.0,0.0,23.82,5.64,78.53,320800011293,32,BRONX
RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,0.0,0.0,10.7,82.87,7.95,47.09,8.26,64.22,56.88,10.7,0.0,52.91,0.0,0.0,17.13,92.05,89.3,0.0,0.0,0.0,0.0,35.78,0.0,72.17,310400860968,31,NEW YORK
RENSSELAER HIGH SCHOOL,0.0,12.76,11.73,59.69,0.0,46.43,0.0,88.78,3.57,0.0,0.0,53.57,0.0,2.55,40.31,0.0,0.0,0.0,0.0,0.0,0.0,11.22,62.24,87.24,491200010007,49,RENSSELAER
REPERTORY SCHOOL,0.0,0.0,28.09,75.84,0.0,83.71,3.37,85.39,52.25,0.0,0.0,16.29,0.0,0.0,24.16,0.0,0.0,0.0,0.0,0.0,0.0,14.61,0.0,98.88,310200011531,31,NEW YORK
RESEARCH AND SERVICE HIGH SCHOOL,0.0,0.0,76.18,88.34,1.49,44.91,0.0,66.25,17.62,10.42,0.0,55.09,0.0,0.0,11.66,32.26,89.58,0.0,0.0,0.0,0.0,33.75,0.0,40.2,331600011669,33,KINGS
RHINEBECK SENIOR HIGH SCHOOL,0.0,0.0,1.72,18.56,0.0,51.55,0.0,90.03,2.75,0.0,0.0,48.45,0.0,0.0,81.44,0.0,0.0,0.0,0.0,0.0,0.0,9.97,87.97,96.22,131801040001,13,DUTCHESS
RICHARD R GREEN HIGH SCHOOL OF TEACHING,0.0,5.85,28.36,81.87,1.75,68.42,3.22,81.58,59.06,5.26,0.0,31.58,0.0,0.0,18.13,30.7,94.74,0.0,0.0,0.0,0.0,18.42,0.0,79.39,310200011580,31,NEW YORK
RICHFIELD SPRINGS JUNIOR/SENIOR HIGH SCHOOL,0.0,0.0,0.0,50.54,0.0,51.61,0.0,56.99,0.0,0.0,0.0,48.39,0.0,0.0,49.46,0.0,0.0,0.0,0.0,0.0,0.0,13.98,0.0,87.1,472001040002,47,OTSEGO
RICHMOND HILL HIGH SCHOOL,2.22,33.85,11.82,79.38,19.34,40.56,8.19,86.37,47.08,5.71,0.0,59.44,0.0,0.0,20.62,80.66,94.29,0.0,0.0,0.0,0.0,13.63,1.48,70.99,342700011475,34,QUEENS
RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS),0.0,2.95,10.22,50.69,0.98,48.72,2.95,79.37,58.15,2.75,0.0,51.28,0.0,0.0,49.31,36.74,65.62,0.0,0.0,0.0,0.0,20.63,22.2,91.65,321000011141,32,BRONX
RIVERHEAD SENIOR HIGH SCHOOL,0.0,0.68,14.53,47.72,9.46,47.72,0.0,87.58,34.97,4.9,2.11,52.28,0.59,0.0,52.28,90.54,95.1,35.39,97.89,0.0,0.0,12.42,47.8,84.76,580602040008,58,SUFFOLK
RIVERSIDE INSTITUTE OF TECHNOLOGY,0.0,16.16,31.82,75.76,29.04,42.93,7.58,80.3,38.38,0.0,0.0,57.07,0.0,0.0,24.24,70.96,0.0,0.0,0.0,0.0,0.0,19.7,3.79,42.3,140600010108,14,ERIE
ROADS CHARTER SCHOOL II,0.0,0.0,27.43,82.99,10.42,49.65,0.0,50.69,52.43,19.79,0.0,50.35,0.0,0.0,17.01,89.58,80.21,0.0,0.0,0.0,0.0,49.31,0.0,16.32,321200861010,32,BRONX
ROBERT BROWN SCHOOL OF CONSTRUCTION AND DESIGN,0.0,2.33,63.4,90.13,12.28,48.8,2.1,77.08,23.23,4.27,0.0,51.2,0.0,0.0,9.87,87.72,95.73,0.0,0.0,0.0,0.0,22.92,5.98,54.82,261600010095,26,MONROE
ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHNOLOGY,0.0,20.41,1.78,86.39,1.48,44.97,3.85,86.39,64.5,0.0,0.0,55.03,0.0,0.0,13.61,31.95,0.0,0.0,0.0,0.0,0.0,13.61,6.8,97.19,342400011560,34,QUEENS
ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,0.0,35.2,7.45,81.19,4.66,44.32,10.61,85.29,35.2,0.93,0.0,55.68,0.0,0.93,18.81,95.34,30.54,0.0,0.0,0.0,0.0,14.71,15.27,86.41,342500011670,34,QUEENS
ROBERT H GODDARD HIGH SCHOOL FOR COMM ARTS 7 & TECHNOLOGY,3.4,29.02,5.9,77.1,0.0,55.78,3.4,84.13,39.23,0.0,0.0,44.22,0.0,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,15.87,18.37,95.69,342700011308,34,QUEENS
ROCHESTER ACADEMY CHARTER SCHOOL,0.0,0.0,67.76,0.0,0.0,59.21,0.0,0.0,5.92,0.0,0.0,40.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.82,94.41,261600860910,26,MONROE
ROCHESTER CAREER MENTORING CHARTER SCHOOL,0.0,0.0,55.26,0.0,0.0,50.0,0.0,0.0,13.16,0.0,0.0,31.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.84,261600861019,26,MONROE
ROCHESTER EARLY COLLEGE INTERNATIONAL HIGH SCHOOL,0.0,8.99,66.29,83.9,6.37,61.8,6.74,85.77,15.73,0.0,0.0,38.2,0.0,0.0,16.1,63.67,0.0,0.0,0.0,0.0,0.0,14.23,8.99,88.58,261600010102,26,MONROE
ROCKAWAY COLLEGIATE HIGH SCHOOL,0.0,2.92,51.25,73.75,4.58,49.17,0.0,79.17,35.0,4.58,0.0,50.83,0.0,2.5,26.25,61.67,61.67,0.0,0.0,0.0,0.0,20.83,0.0,70.0,342700011351,34,QUEENS
ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,0.0,2.01,40.56,84.34,6.02,39.76,0.0,76.71,35.34,5.62,0.0,60.24,0.0,3.61,15.66,67.47,67.87,0.0,0.0,0.0,0.0,23.29,11.65,76.51,342700011324,34,QUEENS
ROCKY POINT HIGH SCHOOL,0.0,0.0,0.0,28.16,1.5,50.81,0.0,85.73,10.39,1.88,0.0,49.19,0.0,0.0,71.84,64.96,64.58,0.0,0.0,0.0,0.0,14.27,86.73,96.81,580209020002,58,SUFFOLK
ROME FREE ACADEMY,0.0,0.74,8.02,54.93,0.0,49.31,0.0,80.46,7.1,2.67,0.0,50.69,0.0,0.65,45.07,0.0,97.33,0.0,0.0,0.0,0.0,19.54,81.84,82.67,411800010020,41,ONEIDA
ROMULUS JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,41.49,0.0,56.38,0.0,29.79,0.0,0.0,0.0,43.62,0.0,0.0,58.51,0.0,0.0,0.0,0.0,0.0,0.0,9.57,31.91,82.98,560603040001,56,SENECA
RONDOUT VALLEY HIGH SCHOOL,0.0,0.0,2.61,46.19,0.0,49.46,0.0,80.17,3.7,0.0,0.0,50.54,0.0,0.0,53.81,0.0,0.0,0.0,0.0,0.0,0.0,19.83,88.89,90.09,620901060001,62,ULSTER
ROSCOE CENTRAL SCHOOL,0.0,0.0,0.0,37.74,0.0,43.4,0.0,32.08,0.0,0.0,0.0,56.6,0.0,0.0,62.26,0.0,0.0,0.0,0.0,0.0,0.0,9.43,0.0,100.0,591301040001,59,SULLIVAN
ROSLYN HIGH SCHOOL,0.0,18.33,0.0,16.03,0.0,45.38,0.77,92.82,4.74,0.0,0.0,54.62,0.0,0.0,83.97,0.0,0.0,0.0,0.0,0.0,0.0,7.18,71.79,97.76,280403030008,28,NASSAU
ROXBURY CENTRAL SCHOOL,0.0,0.0,0.0,44.23,0.0,42.31,0.0,53.85,0.0,0.0,0.0,36.54,0.0,0.0,34.62,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,92.31,121502040001,12,DELAWARE
ROY C. KETCHAM SENIOR HIGH SCHOOL,0.0,1.58,8.95,27.84,1.05,49.51,0.0,88.26,19.49,2.11,0.0,50.49,0.0,0.0,72.16,64.41,97.89,0.0,0.0,0.0,0.0,11.74,64.64,91.91,132101060011,13,DUTCHESS
ROYALTON HARTLAND HIGH SCHOOL,0.0,0.0,0.0,27.84,0.0,50.0,0.0,92.81,0.0,0.0,0.0,50.0,0.0,0.0,72.16,0.0,0.0,0.0,0.0,0.0,0.0,7.19,92.81,95.21,401201060003,40,NIAGARA
RUBEN A CIRILLO HIGH SCHOOL,0.0,0.0,0.0,23.65,0.0,50.21,0.0,89.63,0.0,0.0,0.0,49.79,0.0,0.0,76.35,0.0,0.0,0.0,0.0,0.0,0.0,10.37,59.75,93.78,650902040001,65,WAYNE
RUSH-HENRIETTA SENIOR HIGH SCHOOL,0.0,12.09,16.12,40.62,2.47,48.85,2.96,92.27,5.76,0.49,0.0,51.15,0.0,0.0,59.38,97.53,32.15,0.0,0.0,0.0,0.0,7.73,63.73,94.65,261701060013,26,MONROE
RYE HIGH SCHOOL,0.0,3.5,0.94,2.7,0.0,47.17,0.0,93.8,9.16,0.0,0.0,52.83,0.0,0.0,97.3,0.0,0.0,0.0,0.0,0.0,0.0,6.2,82.88,99.33,661800010004,66,WESTCHESTER
RYE NECK SENIOR HIGH SCHOOL,0.0,5.63,1.61,20.11,0.0,50.13,0.0,87.13,19.57,0.0,0.0,49.87,0.0,3.75,79.89,0.0,0.0,0.0,0.0,0.0,0.0,12.87,64.61,96.78,661901030002,66,WESTCHESTER
S S SEWARD INSTITUTE,0.0,0.0,0.0,29.41,0.0,49.41,0.0,30.59,18.82,0.0,0.0,50.59,0.0,0.0,70.59,0.0,0.0,0.0,0.0,0.0,0.0,4.12,70.59,94.71,442115020001,44,ORANGE
SACHEM HIGH SCHOOL EAST,0.0,6.25,1.35,23.1,2.54,49.86,1.41,88.96,10.93,2.14,0.0,50.14,0.0,0.45,76.9,97.46,97.86,0.0,0.0,0.0,0.0,11.04,79.55,95.41,580205060020,58,SUFFOLK
SACHEM HIGH SCHOOL NORTH,0.0,5.18,0.0,25.31,0.0,51.52,0.0,89.1,10.13,1.61,0.0,48.48,0.0,0.0,74.69,0.0,98.39,0.0,0.0,0.0,0.0,10.9,81.24,95.27,580205060019,58,SUFFOLK
SACKETS HARBOR CENTRAL SCHOOL,0.0,0.0,0.0,35.34,0.0,43.1,0.0,59.48,0.0,0.0,0.0,56.9,0.0,0.0,64.66,0.0,0.0,0.0,0.0,0.0,0.0,12.07,0.0,93.1,221001040001,22,JEFFERSON
SAINT LAWRENCE  HIGH SCHOOL,0.0,0.0,0.0,55.16,0.0,46.03,0.0,88.89,0.0,5.56,0.0,53.97,0.0,0.0,44.84,0.0,64.68,0.0,0.0,0.0,0.0,11.11,91.27,89.29,510101040003,51,SAINT LAWRENCE
SAINT REGIS FALLS CENTRAL SCHOOL,0.0,0.0,0.0,64.06,0.0,45.31,0.0,54.69,0.0,0.0,0.0,31.25,0.0,0.0,35.94,0.0,0.0,0.0,0.0,0.0,0.0,21.88,0.0,90.62,161801040001,16,FRANKLIN
SALAMANCA JUNIOR/SENIOR HIGH SCHOOL,18.22,0.0,0.0,53.81,0.0,50.42,0.0,63.14,0.0,0.0,0.0,49.58,0.0,0.0,46.19,0.0,0.0,0.0,0.0,0.0,0.0,8.05,58.05,86.65,43200050002,4,CATTARAUGUS
SALEM HIGH SCHOOL,0.0,0.0,0.0,48.36,0.0,55.74,0.0,27.05,0.0,0.0,0.0,44.26,0.0,0.0,51.64,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,85.25,641501040001,64,WASHINGTON
SALMON RIVER JUNIOR-SENIOR HIGH SCHOOL,65.97,0.0,0.0,77.08,0.0,52.43,0.0,82.99,0.0,0.0,0.0,47.57,0.0,0.0,22.92,0.0,0.0,0.0,0.0,0.0,0.0,17.01,11.81,83.85,161201040002,16,FRANKLIN
SANDY CREEK HIGH SCHOOL,0.0,0.0,0.0,48.19,0.0,44.58,0.0,87.95,0.0,0.0,0.0,55.42,0.0,0.0,51.81,0.0,0.0,0.0,0.0,0.0,0.0,12.05,0.0,93.98,461901040001,46,OSWEGO
SANFORD H CALHOUN HIGH SCHOOL,0.0,5.21,0.53,12.11,0.0,51.86,0.53,88.31,8.5,0.0,0.0,48.14,0.0,0.0,87.89,0.0,0.0,0.0,0.0,0.0,0.0,11.69,84.38,97.45,280253070005,28,NASSAU
SARANAC HIGH SCHOOL,0.0,0.0,0.0,41.28,0.0,51.68,0.0,81.65,0.0,0.0,0.0,48.32,0.0,0.0,58.72,0.0,0.0,0.0,0.0,0.0,0.0,18.35,35.47,90.98,91402060005,9,CLINTON
SARANAC LAKE SENIOR HIGH SCHOOL,0.0,0.0,0.0,33.89,0.0,42.19,0.0,80.73,0.0,0.0,0.0,57.81,0.0,0.0,66.11,0.0,0.0,0.0,0.0,0.0,0.0,19.27,28.57,93.02,161401060002,16,FRANKLIN
SARATOGA SPRINGS HIGH SCHOOL,0.0,1.74,2.8,18.88,0.0,49.75,0.0,91.49,2.55,2.42,0.0,50.25,0.0,0.37,81.12,0.0,97.58,0.0,0.0,0.0,0.0,8.51,91.61,93.63,521800010010,52,SARATOGA
SATELLITE ACADEMY,0.0,0.0,7.41,74.69,4.94,61.11,1.54,74.69,63.58,6.79,0.0,38.89,0.0,0.0,25.31,61.42,93.21,0.0,0.0,0.0,0.0,25.31,0.0,23.46,310200011570,31,NEW YORK
SAUGERTIES SENIOR HIGH SCHOOL,0.0,0.0,1.17,41.23,1.17,49.56,0.73,84.06,8.19,0.73,0.0,50.44,0.0,2.34,58.77,34.5,30.99,0.0,0.0,0.0,0.0,15.94,84.36,86.33,621601060007,62,ULSTER
SAUNDERS TRADES & TECHNICAL HIGH SCHOOL,0.0,1.5,11.97,82.92,0.0,45.14,0.0,83.79,56.11,0.0,0.0,54.86,0.0,0.0,17.08,0.0,0.0,0.0,0.0,0.0,0.0,16.21,25.94,97.57,662300010040,66,WESTCHESTER
SAUQUOIT VALLEY HIGH SCHOOL,0.0,0.0,0.0,32.64,0.0,49.79,0.0,90.38,0.0,0.0,0.0,50.21,0.0,0.0,67.36,0.0,0.0,0.0,0.0,0.0,0.0,9.62,61.51,97.49,411603040003,41,ONEIDA
SAYVILLE HIGH SCHOOL,0.0,0.0,0.0,12.31,0.0,49.52,0.0,88.78,4.24,0.0,0.0,50.48,0.0,0.0,87.69,0.0,0.0,0.0,0.0,0.0,0.0,11.22,92.75,98.56,580504030004,58,SUFFOLK
SCARSDALE SENIOR HIGH SCHOOL,0.0,16.71,1.4,0.0,0.0,53.46,0.44,89.15,7.61,0.0,0.0,46.54,0.0,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,69.12,99.56,662001030010,66,WESTCHESTER
SCHALMONT HIGH SCHOOL,0.0,1.06,0.0,27.27,0.0,49.26,0.0,83.09,4.02,0.0,0.0,50.74,0.0,1.27,72.73,0.0,0.0,0.0,0.0,0.0,0.0,16.91,89.85,91.75,530501060006,53,SCHENECTADY
SCHENECTADY HIGH SCHOOL,0.0,21.85,34.83,71.02,3.02,49.22,0.87,83.41,15.54,2.61,0.0,50.78,0.0,0.32,28.98,96.98,64.08,0.0,0.0,0.0,0.0,16.59,26.01,67.82,530600010025,53,SCHENECTADY
SCHENEVUS CENTRAL SCHOOL,0.0,0.0,0.0,50.63,0.0,48.1,0.0,58.23,0.0,0.0,0.0,51.9,0.0,0.0,49.37,0.0,0.0,0.0,0.0,0.0,0.0,18.99,0.0,70.89,470901040001,47,OTSEGO
SCHOHARIE HIGH SCHOOL,0.0,0.0,0.0,42.65,0.0,55.88,0.0,86.76,0.0,0.0,0.0,44.12,0.0,0.0,57.35,0.0,0.0,0.0,0.0,0.0,0.0,13.24,0.0,87.75,541201040003,54,SCHOHARIE
SCHOLAR'S ACADEMY,0.0,14.08,22.3,54.93,0.0,56.81,0.0,65.26,16.2,0.0,0.0,43.19,0.0,0.0,45.07,0.0,0.0,0.0,0.0,0.0,0.0,6.34,35.68,100.0,342700010323,34,QUEENS
SCHOOL 58-WORLD OF INQUIRY SCHOOL,0.0,5.54,71.63,74.39,8.65,49.48,1.73,88.24,14.53,0.0,0.0,50.52,0.0,0.0,25.61,58.82,0.0,0.0,0.0,0.0,0.0,11.76,4.5,92.39,261600010058,26,MONROE
"SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS, WRITERS AND PE",0.0,5.41,56.31,86.04,10.81,60.36,10.36,76.13,28.38,8.11,0.0,39.64,0.0,0.0,13.96,89.19,91.89,0.0,0.0,0.0,0.0,23.87,0.0,75.9,331900011683,33,KINGS
SCHOOL FOR DEMOCRACY AND LEADERSHIP,0.0,0.0,75.56,51.11,0.0,48.89,0.0,77.78,0.0,17.78,0.0,40.0,0.0,0.0,37.78,0.0,71.11,0.0,0.0,0.0,0.0,11.11,0.0,62.22,331700011533,33,KINGS
SCHOOL FOR LEGAL STUDIES,0.0,0.0,12.08,64.65,25.68,48.04,2.11,81.57,58.91,14.8,0.0,51.96,0.0,0.0,9.97,74.32,85.2,0.0,0.0,0.0,0.0,18.43,0.0,74.32,331400011477,33,KINGS
SCHOOL FOR TOURISM AND HOSPITALITY,0.0,0.0,10.86,86.52,19.1,59.18,5.24,74.16,60.67,17.23,0.0,40.82,0.0,0.0,13.48,80.9,82.77,0.0,0.0,0.0,0.0,25.84,0.0,50.75,320800011559,32,BRONX
SCHOOL OF THE ARTS,0.0,0.91,50.0,66.0,0.0,60.36,1.64,90.0,22.36,2.0,0.0,39.64,0.0,0.0,34.0,0.0,65.45,0.0,0.0,0.0,0.0,10.0,23.27,92.36,261600010074,26,MONROE
SCHOOL OF THE FUTURE HIGH SCHOOL,0.0,13.31,13.64,35.39,0.0,48.7,0.0,83.44,27.6,3.25,0.0,51.3,0.0,3.9,64.61,0.0,64.29,0.0,0.0,0.0,0.0,16.56,39.61,96.75,310200010413,31,NEW YORK
SCHOOL WITHOUT WALLS,0.0,0.0,58.15,85.33,0.0,67.93,0.0,87.5,23.91,0.0,0.0,32.07,0.0,0.0,14.67,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,86.14,261600010069,26,MONROE
SCHROON LAKE CENTRAL SCHOOL,0.0,0.0,0.0,55.77,0.0,51.92,0.0,0.0,0.0,0.0,0.0,48.08,0.0,0.0,44.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.15,151401040001,15,ESSEX
SCHUYLERVILLE JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,30.32,0.0,49.77,0.0,91.9,0.0,1.16,0.0,50.23,0.0,0.0,69.68,0.0,32.18,0.0,0.0,0.0,0.0,8.1,64.35,93.29,521701040002,52,SARATOGA
SCHUYLERVILLE PREPARATORY HIGH SCHOOL,0.0,0.0,24.9,73.56,7.66,47.13,4.21,78.93,59.77,10.73,0.0,52.87,0.0,0.0,26.44,92.34,89.27,0.0,0.0,0.0,0.0,21.07,6.9,77.01,320800011348,32,BRONX
"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCI, TECH AND CREATIVE",0.0,1.39,73.33,74.72,0.0,47.78,1.39,85.0,16.67,8.06,0.0,52.22,0.0,0.0,25.28,0.0,91.94,0.0,0.0,0.0,0.0,15.0,0.0,92.08,331300011419,33,KINGS
"SCIENCE, TECHNOLOGY & RESEARCH HIGH SCHOOL AT ERASMUS",0.0,2.46,86.48,85.66,0.0,44.67,0.0,61.07,2.05,0.0,0.0,55.33,0.0,0.0,14.34,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0,99.18,331700011543,33,KINGS
SCIO CENTRAL SCHOOL,0.0,0.0,0.0,50.75,0.0,56.72,0.0,26.87,0.0,0.0,0.0,43.28,0.0,0.0,49.25,0.0,0.0,0.0,0.0,0.0,0.0,7.46,0.0,97.01,22401040003,2,ALLEGANY
SCOTIA-GLENVILLE SENIOR HIGH SCHOOL,0.0,0.0,4.61,27.47,0.0,48.85,0.0,84.05,0.82,0.0,0.0,51.15,0.0,0.0,72.53,0.0,0.0,0.0,0.0,0.0,0.0,15.95,91.45,90.62,530202060006,53,SCHENECTADY
SEAFORD SENIOR HIGH SCHOOL,0.0,0.0,0.0,12.36,0.0,48.86,0.0,83.27,9.89,0.0,0.0,51.14,0.0,0.0,87.64,0.0,0.0,0.0,0.0,0.0,0.0,16.73,85.74,97.24,280206030006,28,NASSAU
SECONDARY SCHOOL FOR JOURNALISM,0.0,0.0,51.81,84.34,10.84,68.07,3.61,83.13,34.34,10.84,0.0,31.93,0.0,0.0,15.66,89.16,54.22,0.0,0.0,0.0,0.0,16.87,0.0,71.39,331500011463,33,KINGS
SECONDARY SCHOOL FOR LAW,0.0,0.0,65.84,79.42,0.0,63.79,0.0,87.65,23.87,6.58,0.0,36.21,0.0,0.0,20.58,0.0,62.55,0.0,0.0,0.0,0.0,12.35,2.06,86.42,331500011462,33,KINGS
SECONDARY SCHOOL FOR RESEARCH,0.0,4.51,43.03,76.23,0.0,41.8,2.05,81.97,40.98,3.28,0.0,58.2,0.0,0.0,23.77,0.0,36.89,0.0,0.0,0.0,0.0,18.03,2.46,85.04,331500011464,33,KINGS
SEWANHAKA HIGH SCHOOL,0.0,21.31,32.99,52.92,3.89,45.93,1.26,89.81,29.55,2.41,0.0,54.07,0.0,0.0,47.08,96.11,97.59,0.0,0.0,0.0,0.0,10.19,10.31,92.15,280252070006,28,NASSAU
SHAKER HIGH SCHOOL,0.0,16.52,7.28,24.01,1.08,50.44,1.75,88.87,5.39,0.88,0.0,49.56,0.0,0.4,75.99,68.31,65.07,0.0,0.0,0.0,0.0,11.13,68.44,94.84,10623060010,1,ALBANY
SHARON SPRINGS CENTRAL SCHOOL,0.0,0.0,0.0,46.15,0.0,44.62,0.0,40.0,0.0,0.0,0.0,55.38,0.0,0.0,36.92,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,80.0,541401040001,54,SCHOHARIE
SHELTER ISLAND SCHOOL,0.0,0.0,0.0,21.67,0.0,46.67,0.0,25.0,0.0,0.0,0.0,53.33,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,21.67,96.67,580701020001,58,SUFFOLK
SHENENDEHOWA HIGH SCHOOL,0.0,7.63,2.81,15.05,0.55,48.43,0.0,90.65,5.2,0.8,0.0,51.57,0.0,0.0,84.95,67.67,65.41,0.0,0.0,0.0,0.0,9.35,82.43,93.46,520302060001,52,SARATOGA
SHERBURNE-EARLVILLE SENIOR HIGH SCHOOL,0.0,0.0,0.0,46.78,0.0,48.81,0.0,78.31,0.0,0.0,0.0,51.19,0.0,0.0,53.22,0.0,0.0,0.0,0.0,0.0,0.0,21.69,0.0,89.49,82001040004,8,CHENANGO
SHERMAN CENTRAL SCHOOL,0.0,0.0,0.0,49.57,0.0,53.85,0.0,66.67,0.0,0.0,0.0,46.15,0.0,0.0,50.43,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,94.87,62601040003,6,CHAUTAUQUA
SHOREHAM-WADING RIVER HIGH SCHOOL,0.0,1.14,0.0,5.19,0.0,45.45,0.0,85.55,4.38,0.0,0.0,54.55,0.0,0.0,94.81,0.0,0.0,0.0,0.0,0.0,0.0,14.45,89.94,98.94,580601040005,58,SUFFOLK
SIDNEY HIGH SCHOOL,0.0,0.0,0.0,48.47,0.0,44.98,0.0,88.21,3.06,0.0,0.0,55.02,0.0,0.0,51.53,0.0,0.0,0.0,0.0,0.0,0.0,11.79,89.08,92.14,121601060006,12,DELAWARE
SILVER CREEK HIGH SCHOOL,11.95,0.0,0.0,51.33,0.0,49.56,0.0,87.61,0.0,0.0,0.0,50.44,0.0,2.21,48.67,0.0,0.0,0.0,0.0,0.0,0.0,12.39,76.55,91.59,61501040001,6,CHAUTAUQUA
SKANEATELES SENIOR HIGH SCHOOL,0.0,0.0,0.0,13.05,0.0,48.56,0.0,95.04,0.0,0.0,0.0,51.44,0.0,0.0,86.95,0.0,0.0,0.0,0.0,0.0,0.0,4.96,31.33,96.34,421601060002,42,ONONDAGA
SLEEPY HOLLOW HIGH SCHOOL,0.0,0.0,6.72,56.0,6.56,52.0,7.2,88.64,57.28,7.36,0.0,48.0,0.0,0.0,44.0,93.44,92.64,0.0,0.0,0.0,0.0,11.36,32.64,92.32,660401030003,66,WESTCHESTER
SMITHTOWN HIGH SCHOOL,0.0,4.52,0.7,9.13,2.73,48.21,0.47,85.34,7.96,0.0,0.0,51.79,0.0,0.0,90.87,97.27,0.0,0.0,0.0,0.0,0.0,14.66,84.71,95.83,580801060022,58,SUFFOLK
SMITHTOWN HIGH SCHOOL EAST,0.0,4.63,0.41,7.87,0.0,50.41,0.0,90.83,4.87,0.0,0.0,49.59,0.0,0.0,92.13,0.0,0.0,0.0,0.0,0.0,0.0,9.17,88.96,97.81,580801060014,58,SUFFOLK
SODUS HIGH SCHOOL,0.0,0.0,14.8,56.0,0.0,52.0,0.0,86.0,12.8,2.0,0.0,48.0,0.0,6.4,44.0,0.0,35.6,0.0,0.0,0.0,0.0,14.0,63.6,88.8,651201060003,65,WAYNE
SOLVAY HIGH SCHOOL,0.0,0.0,4.16,53.77,0.0,54.29,0.0,87.27,4.68,2.6,0.0,45.71,0.0,1.3,46.23,0.0,35.06,0.0,0.0,0.0,0.0,12.73,83.64,93.9,420702030004,42,ONONDAGA
SOMERS SENIOR HIGH SCHOOL,0.0,4.76,1.83,10.0,0.0,50.73,0.0,89.15,3.29,0.0,0.0,49.27,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,88.17,98.29,662101060001,66,WESTCHESTER
SOUTH BRONX PREP SCHOOL,0.0,0.0,8.02,89.31,0.0,48.85,2.29,79.01,66.03,5.73,0.0,51.15,0.0,0.0,10.69,0.0,64.12,0.0,0.0,0.0,0.0,20.99,0.0,94.27,320700011221,32,BRONX
SOUTH BROOKLYN COMMUNITY HS FOR LEADERSHIP,0.0,4.76,22.08,87.88,0.0,41.13,0.0,63.2,58.87,8.66,0.0,58.87,0.0,0.0,12.12,0.0,91.34,0.0,0.0,0.0,0.0,36.8,0.0,32.68,331500011698,33,KINGS
SOUTH GLENS FALLS SENIOR HIGH SCHOOL,0.0,0.0,0.0,31.02,0.0,47.62,0.0,90.34,2.04,1.09,0.0,52.38,0.0,0.0,68.98,0.0,30.48,0.0,0.0,0.0,0.0,9.66,95.1,88.91,521401040007,52,SARATOGA
SOUTH JEFFERSON HIGH SCHOOL,0.0,0.0,0.0,49.45,0.0,51.43,0.0,80.44,2.86,0.0,0.0,48.57,0.0,0.0,50.55,0.0,0.0,0.0,0.0,0.0,0.0,19.56,92.53,88.24,220101040002,22,JEFFERSON
